DATE	ASS_ASSIGNMENT	prediction
2012-12-28 07:00:00.000	Tech. Total	0.7
2012-12-28 07:00:00.000	Téléphonie	17.6
2012-12-28 07:30:00.000	CAT	0.5
2012-12-28 07:30:00.000	CMS	0.0
2012-12-28 07:30:00.000	Crises	0.0
2012-12-28 07:30:00.000	Domicile	0.8
2012-12-28 07:30:00.000	Gestion	0.0
2012-12-28 07:30:00.000	Gestion - Accueil Telephonique	0.3
2012-12-28 07:30:00.000	Gestion Assurances	0.0
2012-12-28 07:30:00.000	Gestion Relation Clienteles	0.0
2012-12-28 07:30:00.000	Gestion Renault	0.0
2012-12-28 07:30:00.000	Japon	0.2
2012-12-28 07:30:00.000	Manager	0.0
2012-12-28 07:30:00.000	Mécanicien	0.1
2012-12-28 07:30:00.000	Médical	1.3
2012-12-28 07:30:00.000	Nuit	10.1
2012-12-28 07:30:00.000	RENAULT	4.3
2012-12-28 07:30:00.000	Regulation Medicale	0.0
2012-12-28 07:30:00.000	SAP	0.0
2012-12-28 07:30:00.000	Services	0.3
2012-12-28 07:30:00.000	Tech. Axa	31.8
2012-12-28 07:30:00.000	Tech. Inter	0.7
2012-12-28 07:30:00.000	Tech. Total	1.4
2012-12-28 07:30:00.000	Téléphonie	27.6
2012-12-28 08:00:00.000	CAT	15.7
2012-12-28 08:00:00.000	CMS	0.0
2012-12-28 08:00:00.000	Domicile	1.0
2012-12-28 08:00:00.000	Gestion	0.0
2012-12-28 08:00:00.000	Gestion - Accueil Telephonique	0.0
2012-12-28 08:00:00.000	Gestion Assurances	0.0
2012-12-28 08:00:00.000	Gestion Relation Clienteles	0.0
2012-12-28 08:00:00.000	Gestion Renault	0.0
2012-12-28 08:00:00.000	Japon	1.1
2012-12-28 08:00:00.000	Manager	0.0
2012-12-28 08:00:00.000	Mécanicien	0.7
2012-12-28 08:00:00.000	Médical	4.1
2012-12-28 08:00:00.000	Nuit	0.1
2012-12-28 08:00:00.000	RENAULT	22.3
2012-12-28 08:00:00.000	Regulation Medicale	0.1
2012-12-28 08:00:00.000	SAP	0.0
2012-12-28 08:00:00.000	Services	5.0
2012-12-28 08:00:00.000	Tech. Axa	43.5
2012-12-28 08:00:00.000	Tech. Inter	4.1
2012-12-28 08:00:00.000	Tech. Total	10.0
2012-12-28 08:00:00.000	Téléphonie	60.9
2012-12-28 08:30:00.000	CAT	35.4
2012-12-28 08:30:00.000	CMS	0.0
2012-12-28 08:30:00.000	Domicile	5.2
2012-12-28 08:30:00.000	Gestion	0.0
2012-12-28 08:30:00.000	Gestion - Accueil Telephonique	0.0
2012-12-28 08:30:00.000	Gestion Assurances	0.0
2012-12-28 08:30:00.000	Gestion Relation Clienteles	0.0
2012-12-28 08:30:00.000	Gestion Renault	0.0
2012-12-28 08:30:00.000	Japon	0.7
2012-12-28 08:30:00.000	Manager	0.0
2012-12-28 08:30:00.000	Mécanicien	0.7
2012-12-28 08:30:00.000	Médical	3.6
2012-12-28 08:30:00.000	Nuit	0.1
2012-12-28 08:30:00.000	RENAULT	8.0
2012-12-28 08:30:00.000	Regulation Medicale	0.4
2012-12-28 08:30:00.000	SAP	0.0
2012-12-28 08:30:00.000	Services	9.8
2012-12-28 08:30:00.000	Tech. Axa	92.9
2012-12-28 08:30:00.000	Tech. Inter	5.4
2012-12-28 08:30:00.000	Tech. Total	15.5
2012-12-28 08:30:00.000	Téléphonie	83.6
2012-12-28 09:00:00.000	CAT	56.6
2012-12-28 09:00:00.000	CMS	0.0
2012-12-28 09:00:00.000	Domicile	14.9
2012-12-28 09:00:00.000	Gestion	0.1
2012-12-28 09:00:00.000	Gestion - Accueil Telephonique	12.1
2012-12-28 09:00:00.000	Gestion Assurances	0.1
2012-12-28 09:00:00.000	Gestion Clients	0.8
2012-12-28 09:00:00.000	Gestion DZ	0.0
2012-12-28 09:00:00.000	Gestion Relation Clienteles	0.0
2012-12-28 09:00:00.000	Gestion Renault	0.0
2012-12-28 09:00:00.000	Japon	1.8
2012-12-28 09:00:00.000	Manager	0.0
2012-12-28 09:00:00.000	Mécanicien	0.2
2012-12-28 09:00:00.000	Médical	8.5
2012-12-28 09:00:00.000	Nuit	0.0
2012-12-28 09:00:00.000	RENAULT	5.8
2012-12-28 09:00:00.000	RTC	0.7
2012-12-28 09:00:00.000	Regulation Medicale	0.9
2012-12-28 09:00:00.000	SAP	0.8
2012-12-28 09:00:00.000	Services	19.2
2012-12-28 09:00:00.000	Tech. Axa	145.5
2012-12-28 09:00:00.000	Tech. Inter	10.9
2012-12-28 09:00:00.000	Tech. Total	26.3
2012-12-28 09:00:00.000	Téléphonie	102.0
2012-12-28 09:30:00.000	CAT	74.5
2012-12-28 09:30:00.000	CMS	0.0
2012-12-28 09:30:00.000	Domicile	24.6
2012-12-28 09:30:00.000	Gestion	0.3
2012-12-28 09:30:00.000	Gestion - Accueil Telephonique	16.6
2012-12-28 09:30:00.000	Gestion Assurances	4.0
2012-12-28 09:30:00.000	Gestion Clients	0.3
2012-12-28 09:30:00.000	Gestion DZ	0.1
2012-12-28 09:30:00.000	Gestion Relation Clienteles	1.0
2012-12-28 09:30:00.000	Gestion Renault	0.0
2012-12-28 09:30:00.000	Japon	2.3
2012-12-28 09:30:00.000	Manager	0.0
2012-12-28 09:30:00.000	Mécanicien	0.5
2012-12-28 09:30:00.000	Médical	14.1
2012-12-28 09:30:00.000	Nuit	0.0
2012-12-28 09:30:00.000	Prestataires	0.0
2012-12-28 09:30:00.000	RENAULT	7.3
2012-12-28 09:30:00.000	RTC	6.1
2012-12-28 09:30:00.000	Regulation Medicale	0.6
2012-12-28 09:30:00.000	SAP	2.6
2012-12-28 09:30:00.000	Services	30.4
2012-12-28 09:30:00.000	Tech. Axa	155.1
2012-12-28 09:30:00.000	Tech. Inter	13.8
2012-12-28 09:30:00.000	Tech. Total	41.9
2012-12-28 09:30:00.000	Téléphonie	169.8
2012-12-28 10:00:00.000	CAT	77.6
2012-12-28 10:00:00.000	CMS	0.0
2012-12-28 10:00:00.000	Domicile	31.6
2012-12-28 10:00:00.000	Gestion	0.0
2012-12-28 10:00:00.000	Gestion - Accueil Telephonique	16.4
2012-12-28 10:00:00.000	Gestion Assurances	4.1
2012-12-28 10:00:00.000	Gestion Clients	0.5
2012-12-28 10:00:00.000	Gestion DZ	0.1
2012-12-28 10:00:00.000	Gestion Relation Clienteles	1.3
2012-12-28 10:00:00.000	Gestion Renault	0.0
2012-12-28 10:00:00.000	Japon	1.9
2012-12-28 10:00:00.000	Manager	0.0
2012-12-28 10:00:00.000	Mécanicien	0.9
2012-12-28 10:00:00.000	Médical	16.1
2012-12-28 10:00:00.000	Nuit	0.0
2012-12-28 10:00:00.000	Prestataires	0.0
2012-12-28 10:00:00.000	RENAULT	7.3
2012-12-28 10:00:00.000	RTC	9.1
2012-12-28 10:00:00.000	Regulation Medicale	0.7
2012-12-28 10:00:00.000	SAP	2.8
2012-12-28 10:00:00.000	Services	30.5
2012-12-28 10:00:00.000	Tech. Axa	151.6
2012-12-28 10:00:00.000	Tech. Inter	11.5
2012-12-28 10:00:00.000	Tech. Total	40.3
2012-12-28 10:00:00.000	Téléphonie	181.9
2012-12-28 10:30:00.000	CAT	76.8
2012-12-28 10:30:00.000	CMS	0.1
2012-12-28 10:30:00.000	Domicile	32.4
2012-12-28 10:30:00.000	Gestion	0.0
2012-12-28 10:30:00.000	Gestion - Accueil Telephonique	14.2
2012-12-28 10:30:00.000	Gestion Assurances	4.0
2012-12-28 10:30:00.000	Gestion Clients	0.4
2012-12-28 10:30:00.000	Gestion DZ	0.1
2012-12-28 10:30:00.000	Gestion Relation Clienteles	0.8
2012-12-28 10:30:00.000	Gestion Renault	0.0
2012-12-28 10:30:00.000	Japon	1.2
2012-12-28 10:30:00.000	Manager	0.1
2012-12-28 10:30:00.000	Mécanicien	1.5
2012-12-28 10:30:00.000	Médical	16.2
2012-12-28 10:30:00.000	Nuit	0.0
2012-12-28 10:30:00.000	Prestataires	0.0
2012-12-28 10:30:00.000	RENAULT	4.9
2012-12-28 10:30:00.000	RTC	6.8
2012-12-28 10:30:00.000	Regulation Medicale	0.7
2012-12-28 10:30:00.000	SAP	2.5
2012-12-28 10:30:00.000	Services	29.3
2012-12-28 10:30:00.000	Tech. Axa	155.8
2012-12-28 10:30:00.000	Tech. Inter	12.6
2012-12-28 10:30:00.000	Tech. Total	39.0
2012-12-28 10:30:00.000	Téléphonie	186.3
2012-12-28 11:00:00.000	CAT	81.9
2012-12-28 11:00:00.000	CMS	0.1
2012-12-28 11:00:00.000	Domicile	33.9
2012-12-28 11:00:00.000	Gestion	0.2
2012-12-28 11:00:00.000	Gestion - Accueil Telephonique	18.5
2012-12-28 11:00:00.000	Gestion Assurances	5.2
2012-12-28 11:00:00.000	Gestion Clients	0.5
2012-12-28 11:00:00.000	Gestion DZ	0.1
2012-12-28 11:00:00.000	Gestion Relation Clienteles	0.8
2012-12-28 11:00:00.000	Gestion Renault	0.0
2012-12-28 11:00:00.000	Japon	1.3
2012-12-28 11:00:00.000	Manager	0.0
2012-12-28 11:00:00.000	Mécanicien	1.0
2012-12-28 11:00:00.000	Médical	17.0
2012-12-28 11:00:00.000	Nuit	0.0
2012-12-28 11:00:00.000	Prestataires	0.0
2012-12-28 11:00:00.000	RENAULT	4.3
2012-12-28 11:00:00.000	RTC	6.2
2012-12-28 11:00:00.000	Regulation Medicale	0.4
2012-12-28 11:00:00.000	SAP	2.6
2012-12-28 11:00:00.000	Services	27.1
2012-12-28 11:00:00.000	Tech. Axa	143.6
2012-12-28 11:00:00.000	Tech. Inter	13.2
2012-12-28 11:00:00.000	Tech. Total	39.7
2012-12-28 11:00:00.000	Téléphonie	183.9
2012-12-28 11:30:00.000	CAT	80.8
2012-12-28 11:30:00.000	CMS	0.1
2012-12-28 11:30:00.000	Domicile	31.6
2012-12-28 11:30:00.000	Gestion	0.0
2012-12-28 11:30:00.000	Gestion - Accueil Telephonique	16.7
2012-12-28 11:30:00.000	Gestion Assurances	5.0
2012-12-28 11:30:00.000	Gestion Clients	0.5
2012-12-28 11:30:00.000	Gestion DZ	0.4
2012-12-28 11:30:00.000	Gestion Relation Clienteles	0.5
2012-12-28 11:30:00.000	Gestion Renault	0.0
2012-12-28 11:30:00.000	Japon	1.7
2012-12-28 11:30:00.000	Manager	0.0
2012-12-28 11:30:00.000	Mécanicien	0.5
2012-12-28 11:30:00.000	Médical	14.8
2012-12-28 11:30:00.000	Nuit	0.0
2012-12-28 11:30:00.000	Prestataires	0.0
2012-12-28 11:30:00.000	RENAULT	4.5
2012-12-28 11:30:00.000	RTC	5.5
2012-12-28 11:30:00.000	Regulation Medicale	1.0
2012-12-28 11:30:00.000	SAP	2.3
2012-12-28 11:30:00.000	Services	29.2
2012-12-28 11:30:00.000	Tech. Axa	147.6
2012-12-28 11:30:00.000	Tech. Inter	13.5
2012-12-28 11:30:00.000	Tech. Total	38.6
2012-12-28 11:30:00.000	Téléphonie	177.2
2012-12-28 12:00:00.000	CAT	49.5
2012-12-28 12:00:00.000	CMS	0.0
2012-12-28 12:00:00.000	Domicile	16.6
2012-12-28 12:00:00.000	Gestion	0.0
2012-12-28 12:00:00.000	Gestion - Accueil Telephonique	4.4
2012-12-28 12:00:00.000	Gestion Assurances	1.0
2012-12-28 12:00:00.000	Gestion Clients	0.3
2012-12-28 12:00:00.000	Gestion DZ	0.0
2012-12-28 12:00:00.000	Gestion Relation Clienteles	1.2
2012-12-28 12:00:00.000	Gestion Renault	0.0
2012-12-28 12:00:00.000	Japon	1.4
2012-12-28 12:00:00.000	Manager	0.0
2012-12-28 12:00:00.000	Mécanicien	1.1
2012-12-28 12:00:00.000	Médical	12.6
2012-12-28 12:00:00.000	Nuit	0.0
2012-12-28 12:00:00.000	Prestataires	0.0
2012-12-28 12:00:00.000	RENAULT	1.4
2012-12-28 12:00:00.000	RTC	2.9
2012-12-28 12:00:00.000	Regulation Medicale	0.6
2012-12-28 12:00:00.000	SAP	1.8
2012-12-28 12:00:00.000	Services	17.8
2012-12-28 12:00:00.000	Tech. Axa	135.5
2012-12-28 12:00:00.000	Tech. Inter	12.0
2012-12-28 12:00:00.000	Tech. Total	29.0
2012-12-28 12:00:00.000	Téléphonie	106.7
2012-12-28 12:30:00.000	CAT	39.7
2012-12-28 12:30:00.000	CMS	0.0
2012-12-28 12:30:00.000	Domicile	10.8
2012-12-28 12:30:00.000	Gestion	0.0
2012-12-28 12:30:00.000	Gestion - Accueil Telephonique	0.5
2012-12-28 12:30:00.000	Gestion Assurances	0.2
2012-12-28 12:30:00.000	Gestion Clients	0.0
2012-12-28 12:30:00.000	Gestion DZ	0.0
2012-12-28 12:30:00.000	Gestion Relation Clienteles	0.1
2012-12-28 12:30:00.000	Gestion Renault	0.0
2012-12-28 12:30:00.000	Japon	1.1
2012-12-28 12:30:00.000	Manager	0.0
2012-12-28 12:30:00.000	Mécanicien	0.3
2012-12-28 12:30:00.000	Médical	11.8
2012-12-28 12:30:00.000	Nuit	0.0
2012-12-28 12:30:00.000	Prestataires	0.0
2012-12-28 12:30:00.000	RENAULT	1.8
2012-12-28 12:30:00.000	RTC	2.3
2012-12-28 12:30:00.000	Regulation Medicale	0.9
2012-12-28 12:30:00.000	SAP	0.9
2012-12-28 12:30:00.000	Services	15.6
2012-12-28 12:30:00.000	Tech. Axa	87.1
2012-12-28 12:30:00.000	Tech. Inter	8.2
2012-12-28 12:30:00.000	Tech. Total	21.9
2012-12-28 12:30:00.000	Téléphonie	95.1
2012-12-28 13:00:00.000	CAT	36.5
2012-12-28 13:00:00.000	CMS	0.0
2012-12-28 13:00:00.000	Domicile	13.3
2012-12-28 13:00:00.000	Gestion	0.0
2012-12-28 13:00:00.000	Gestion - Accueil Telephonique	0.3
2012-12-28 13:00:00.000	Gestion Assurances	0.0
2012-12-28 13:00:00.000	Gestion Clients	0.0
